"EIN2","OBJECTID","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_AMENDED_X","RETURN_GROUP_X","RETURN_PARTIAL_X","RETURN_TAXPER_DAYS","RETURN_TIME_STAMP","RETURN_TYPE","TAX_PERIOD_BEGIN_DATE","TAX_PERIOD_END_DATE","TAX_YEAR","URL","VERSION","TABLE_ID","F9_07_COMP_DTK_EMPL_BEN","F9_07_COMP_DTK_NAME_ORG_L1","F9_07_COMP_DTK_NAME_ORG_L2","F9_07_COMP_DTK_NAME_PERS","F9_07_COMP_DTK_TITLE","F9_07_COMP_DTK_AVE_HOUR_WEEK","F9_07_COMP_DTK_AVE_HOUR_WEEK_RL","F9_07_COMP_DTK_POS_INDIV_TRUST_X","F9_07_COMP_DTK_POS_INST_TRUST_X","F9_07_COMP_DTK_POS_OFF_X","F9_07_COMP_DTK_POS_KEY_EMPL_X","F9_07_COMP_DTK_POS_HIGH_COMP_X","F9_07_COMP_DTK_POS_FORMER_X","F9_07_COMP_DTK_COMP_ORG","F9_07_COMP_DTK_COMP_RLTD","F9_07_COMP_DTK_COMP_OTH"
"EIN-84-2655643","OID-202401909349300830","842655643","AMAZING STRAYS RESCUE","","TRUE","FALSE","FALSE","365","2024-07-08T21:38:00Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401909349300830_public.xml","2023v5.1","TID-00005","","","","ANGELA SMITH","Secretary","0","0","","","X","","","","0","0","0"
"EIN-84-2655643","OID-202401909349300830","842655643","AMAZING STRAYS RESCUE","","TRUE","FALSE","FALSE","365","2024-07-08T21:38:00Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401909349300830_public.xml","2023v5.1","TID-00004","","","","MORGAN TRAVIS","Treasurer","0","0","","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00011","","","","DOLORES WILSON","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00012","","","","JUDITH AMORSKI","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00027","","","","JOHN SPANGLER","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00028","","","","REBEKAH HEILMAN-MANCINI","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00019","","","","JOHN HENRY LAMBERT","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00003","","","","MARK WILLIS","VICE PRESIDENT","1","","X","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00004","","","","Adewale Akinrinde","TREASURER","1","","X","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00010","","","","PASTOR TODD HONOUR","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00013","","","","MIRIAM KAPELUSHNIK","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00030","","","","JIM HURLEY","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00031","","","","ROSEMARIE PALAZZOLA","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00014","","","","CHUCK STAPP","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00023","","","","JOHN CRESCENTI","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00007","","","","Fred Berbenbroick","FINANCIAL SECRETARY","1","","X","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00024","","","","JESSICA BALDES","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00025","","","","CHARLES BUSCAGLIA","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00032","","","","RICH COBIN","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00005","","","","MIMMA FINGER","CORRESPONDING SECRETARY","1","","X","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00029","","","","Eileen Allen","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00018","","","","WESTON RIVELL","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00026","","","","BRUCE KRYWINSKI","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00008","","","","TORNA BROWN BELL","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00001","","","","GERALYN FRAGETTA-DRURY","EXECUTIVE DIRECTOR","40","","X","","","X","","","62781","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00006","","","","DOREEN RIVELL","RECORDING SECRETARY","1","","X","","X","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00017","","","","PAT FENSHAM","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00020","","","","ANTHONY ANGILLETTA","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00016","","","","EVELYN HINES","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00015","","","","AYANBOLA ELEGBE","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00022","","","","ROBERT KANNER","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00009","","","","PAM WENTHWORTH","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00021","","","","PATRICIA DRESCHER","TRUSTEE","1","","X","","","","","","0","0","0"
"EIN-22-2796807","OID-202401989349300420","222796807","Freehold Area Open Door Inc","","FALSE","FALSE","FALSE","365","2024-07-16T13:57:52Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202401989349300420_public.xml","2023v5.1","TID-00002","","","","VICTA MC KENZIE","PRESIDENT","1","","X","","X","","","","0","0","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00008","0","","","Stephen Brantley","Board Member","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00009","0","","","Donna White","Board Member","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00006","0","","","Kantrona Scott","Board Member","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00010","0","","","Rachel Lira","Executive Director","40","","","","","","","","56425","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00001","0","","","Staley Heatly","Board Chair","5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00002","0","","","Jon Whitsitt","Vice Chair","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00004","0","","","Sarah Anderson","Board Member","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00003","0","","","Cooper Alexander","Secretary/Treasurer","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00005","0","","","Courtney Whitsitt","Board Member","0.5","","","","","","","","0","","0"
"EIN-46-3361669","OID-202402009349200925","463361669","Texoma Alliance to Stop Abuse","","FALSE","FALSE","FALSE","365","2024-07-18T18:13:49Z","990EZ","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402009349200925_public.xml","2023v5.1","TID-00007","0","","","Renee Houston","Board Member","0.5","","","","","","","","0","","0"
"EIN-32-0619621","OID-202402059349301020","320619621","COMMUNITY LOAVES","","FALSE","FALSE","FALSE","365","2024-07-19T00:25:11Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402059349301020_public.xml","2023v5.0","TID-00001","","","","Katherine Kehrli","Director, Chair","40","0","X","","X","","","","0","0","0"
"EIN-32-0619621","OID-202402059349301020","320619621","COMMUNITY LOAVES","","FALSE","FALSE","FALSE","365","2024-07-19T00:25:11Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402059349301020_public.xml","2023v5.0","TID-00002","","","","Cynthia Nims","Director, Vice Chair","1","0","X","","X","","","","0","0","0"
"EIN-32-0619621","OID-202402059349301020","320619621","COMMUNITY LOAVES","","FALSE","FALSE","FALSE","365","2024-07-19T00:25:11Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402059349301020_public.xml","2023v5.0","TID-00004","","","","Howard Bowles","Treasurer","1","0","","","X","","","","0","0","0"
"EIN-32-0619621","OID-202402059349301020","320619621","COMMUNITY LOAVES","","FALSE","FALSE","FALSE","365","2024-07-19T00:25:11Z","990","2023-01-01","2023-12-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402059349301020_public.xml","2023v5.0","TID-00003","","","","Amy Slate","Director, Secretary","1","0","X","","X","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00005","","","","Dennis Patrick O'Brien Jr","Loyal Knight","10","10","","","X","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00002","","","","Elsie Dolan","Treasurer","10","10","","","X","","","","1800","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00004","","","","Edward Langschultz","Leading Knight","10","10","","","X","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00006","","","","Mary Anne O'Brien","Lecturing Knight","10","10","","","X","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00007","","","","Linda Van Der Veen","Trustee","10","10","X","","","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00003","","","","Paul Naklicki","Exalted Ruler","10","10","","","X","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00008","","","","Nicholas Trentacoste","Trustee","10","10","X","","","","","","0","0","0"
"EIN-22-1858430","OID-202402189349300700","221858430","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","","FALSE","FALSE","FALSE","366","2024-08-05T07:54:05Z","990","2023-04-01","2024-03-31","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402189349300700_public.xml","2023v5.1","TID-00001","","","","Brian Hamilton","Secretary","10","10","","","X","","","","1800","0","0"
"EIN-23-2648922","OID-202402259349301615","232648922","BEACON BROADCASTING CORPORATION","","FALSE","FALSE","FALSE","366","2024-08-12T18:19:46Z","990","2023-07-01","2024-06-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402259349301615_public.xml","2023v5.0","TID-00001","","","","GORDON OKULEY","PRESIDENT","25","","X","","X","","","","66500","0","0"
"EIN-23-2648922","OID-202402259349301615","232648922","BEACON BROADCASTING CORPORATION","","FALSE","FALSE","FALSE","366","2024-08-12T18:19:46Z","990","2023-07-01","2024-06-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402259349301615_public.xml","2023v5.0","TID-00005","","","","DENNIS NICE","BOARD MEMBER","2","","X","","","","","","0","0","0"
"EIN-23-2648922","OID-202402259349301615","232648922","BEACON BROADCASTING CORPORATION","","FALSE","FALSE","FALSE","366","2024-08-12T18:19:46Z","990","2023-07-01","2024-06-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402259349301615_public.xml","2023v5.0","TID-00003","","","","LARRY BURD","SECRETARY","2","","X","","","","","","0","0","0"
"EIN-23-2648922","OID-202402259349301615","232648922","BEACON BROADCASTING CORPORATION","","FALSE","FALSE","FALSE","366","2024-08-12T18:19:46Z","990","2023-07-01","2024-06-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402259349301615_public.xml","2023v5.0","TID-00004","","","","BARRY FISHER","BOARD MEMBER","2","","X","","","","","","0","0","0"
"EIN-23-2648922","OID-202402259349301615","232648922","BEACON BROADCASTING CORPORATION","","FALSE","FALSE","FALSE","366","2024-08-12T18:19:46Z","990","2023-07-01","2024-06-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402259349301615_public.xml","2023v5.0","TID-00002","","","","HOMER REEVES","TREASURER","2","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00003","","","","CHARLIE HAYEK","DIRECTOR","","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00001","","","","JOANNE BLANDFORD","DIRECTOR","","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00004","","","","STEVE HOLLAND","DIRECTOR","","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00006","","","","WENDY LOUNDS","DIRECTOR","","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00013","","","","PATTI CRAFT","VP","","","","","X","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00009","","","","MICHELLE MILLER MORRIS","DIRECTOR","","","X","","","","","","0","0","0"
"EIN-59-2879654","OID-202402269349301815","592879654","MAIN STREET FORT PIERCE INC","","FALSE","FALSE","FALSE","366","2024-08-13T19:44:06Z","990","2023-05-01","2024-04-30","2023","https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202402269349301815_public.xml","2023v5.0","TID-00010","","","","KATHY PERONA","DIRECTOR","","","X","","","","","","0","0","0"
